ID,building_visited,choice,Speed,Laziness,Destination floor,Fatigue,Luggage,Elevator speed,"Environmental
consciousness",Temperature,Appeal,"Number of people
waiting for the elevator",Peers,measurement_no,Health
7Vkyxm4Mv,TÓK,0,1,7,1,1,1,1,7,2,3,8,peers_stairs,15,7
E80yJk3Bk,BTK Rákóczi utca 5 (R5),0,0,0,10,4,7,5,3,4,2,4,peers_elevator,15,4
yeK863Lw3,Lágymányos Déli Tömb,1,7,4,5,3,3,7,6,7,3,7,no_peers,15,6
yeL2QZ5JK,PPK Kazinczy utca,1,0,0,8,0,0,0,10,2,1,6,no_peers,15,9
m5J21qYvm,BTK Rákóczi utca 5 (R5),0,4,7,10,10,8,8,6,7,0,8,peers_elevator,15,4
YwG8ZX6q5,PPK Izabella utca,1,0,0,0,6,1,0,9,5,5,10,no_peers,15,10
MBBpAA4oY,BTK D épület,1,0,0,0,0,0,0,0,0,0,0,no_peers,15,3
jbeLMmWLo,PPK Kazinczy utca,1,7,4,5,6,4,7,5,8,6,3,NA,15,5
5NRPENeyJ,TÓK,1,10,1,1,8,1,0,3,9,8,0,NA,15,8
7VkM8m0ba,PPK Kazinczy utca,1,4,1,1,1,1,8,9,1,6,1,peers_stairs,15,9
8xVYwxqQG,"BGGYK A, B épület",0,4,8,3,5,2,4,3,3,2,1,peers_elevator,15,1
MBeQR8xno,Lágymányos Déli Tömb,1,1,1,4,0,1,3,3,7,7,5,peers_elevator,15,4
VkQbGyl5v,BTK Rákóczi utca 5 (R5),1,0,4,0,5,1,2,10,0,0,5,no_peers,15,8
Q3E4jPBMZ,"BGGYK A, B épület",1,0,0,0,0,0,2,0,0,8,0,no_peers,15,0
5N1WqDDZR,PPK Izabella utca,0,8,0,9,7,0,1,0,2,0,3,no_peers,15,2
bER8nWXXN,Lágymányos Északi Tömb,1,0,0,0,0,0,9,8,0,0,0,no_peers,15,10
MBele2400,BTK D épület,1,0,0,0,0,0,10,10,0,0,0,no_peers,15,10
rYbB5AGmW,TÓK,1,0,3,2,3,3,3,5,5,6,5,no_peers,15,6
4Ny7KWnyV,TÓK,0,8,6,8,8,9,8,4,5,0,5,peers_elevator,15,7
w6kBay4G8,Lágymányos Déli Tömb,1,1,8,0,9,1,8,5,3,3,5,peers_stairs,15,5
E81lQnPVA,TÓK,0,6,5,2,3,4,3,2,4,7,1,no_peers,15,3
Zw6Pxn5EZ,Lágymányos Déli Tömb,1,7,7,7,7,7,8,2,6,0,3,no_peers,15,0
LE7wP7dvl,BTK 6-8 főépület,1,0,0,0,3,0,5,5,3,5,5,peers_stairs,15,6
qNe10ko4r,PPK Kazinczy utca,0,7,5,10,9,3,10,2,10,0,1,no_peers,15,0
7VBby128o,Lágymányos Északi Tömb,1,4,2,2,1,1,5,8,4,7,3,peers_stairs,15,7
nWwX355wM,Lágymányos Déli Tömb,0,0,10,10,6,3,5,2,5,0,0,no_peers,15,1
RDj873jo2,BTK D épület,1,2,1,2,6,3,0,10,5,0,0,no_peers,15,10
7Vp0GlDwo,PPK Izabella utca,1,0,2,1,7,0,3,4,2,5,4,no_peers,15,3
YwKWb7yj2,BTK D épület,1,9,1,1,7,1,3,10,3,4,9,peers_stairs,15,10
m551BKGmM,BGGYK C épület,1,2,2,1,3,2,1,9,2,4,1,peers_stairs,15,8
8xPwKkaBm,BTK Rákóczi utca 5 (R5),1,3,3,2,5,4,6,8,6,7,6,no_peers,15,7
w60AvJ1YZ,BTK 6-8 főépület,0,5,7,8,6,2,2,5,2,7,4,peers_stairs,15,6
rY0xZ8NR6,Egyéb:,0,2,10,5,6,0,5,0,4,0,3,no_peers,15,0
VkrYlbQ22,BTK C épület,1,5,0,5,5,5,5,8,5,2,3,peers_stairs,15,10
Ywa7MvaEv,Lágymányos Északi Tömb,0,2,10,10,7,1,3,2,3,5,3,peers_elevator,15,3
RDMRX5GPK,BTK 6-8 főépület,1,0,0,7,3,5,5,10,6,4,0,peers_stairs,15,7
Vk6DR86Ao,BTK Rákóczi utca 5 (R5),1,0,3,4,2,0,4,3,0,3,0,no_peers,15,6
yeQqnbexL,PPK Izabella utca,0,6,9,6,5,3,6,5,5,1,4,no_peers,15,5
ye3NVx8V8,BTK 6-8 főépület,1,0,4,3,3,0,3,10,4,3,0,no_peers,15,7
ye8dY5l4W,"BGGYK A, B épület",1,3,5,2,3,4,5,6,6,1,1,no_peers,15,4
lKxPY1A35,Lágymányos Déli Tömb,1,3,2,6,4,3,2,6,2,5,7,no_peers,15,7
28VEwdA6o,Lágymányos Déli Tömb,1,0,0,3,0,0,3,2,0,0,0,peers_stairs,15,2
LEdwG4No7,PPK Kazinczy utca,1,10,0,10,10,10,10,10,6,3,2,peers_stairs,15,10
Yw6bl88By,BTK 6-8 főépület,1,0,0,0,5,0,4,6,3,0,0,peers_stairs,15,5
E8X7JoZDQ,BTK D épület,1,5,5,3,7,2,1,1,1,5,1,no_peers,15,1
lKZ1bAMPW,PPK Kazinczy utca,1,1,1,6,2,0,8,6,2,5,0,no_peers,15,6
28YVrWdYA,PPK Izabella utca,0,10,10,10,6,1,2,0,3,0,3,no_peers,15,0
Zwl4wony4,Lágymányos Északi Tömb,0,4,1,10,4,3,6,1,1,1,0,NA,15,1
MBJxBdWBA,BTK F épület,1,0,3,0,2,0,0,0,0,9,0,NA,15,4
ZweD46Kn8,PPK Kazinczy utca,1,3,4,2,1,0,1,1,0,0,4,peers_stairs,15,0
MBym1rbko,PPK Kazinczy utca,1,7,5,3,9,7,0,10,0,10,0,no_peers,15,3
qNrP7ryDP,Lágymányos Déli Tömb,1,3,4,2,6,0,5,2,1,3,6,no_peers,15,2
RDJwdYBoG,Lágymányos Déli Tömb,0,8,5,7,8,6,5,4,6,2,3,no_peers,15,5
bEEWNpo4Y,BTK 6-8 főépület,0,10,2,6,3,0,4,4,3,4,3,peers_elevator,15,10
w66QN3jm5,TÓK,0,10,10,8,10,0,5,6,0,0,0,peers_elevator,15,6
YwKpYK80X,PPK Izabella utca,1,5,0,5,5,0,6,3,5,0,0,no_peers,15,3
E8xYK3DkR,PPK Kazinczy utca,1,10,6,7,8,2,6,2,6,8,1,no_peers,15,1
1mbRb515k,Lágymányos Északi Tömb,1,2,0,10,4,0,1,0,0,10,2,no_peers,15,10
e4yb2ZqJG,Lágymányos Déli Tömb,1,2,4,4,2,2,6,5,1,2,2,peers_stairs,15,4
AnyG8G7Ea,Egyéb:,0,9,7,10,7,4,6,2,8,5,3,no_peers,15,5
xXedqr2kR,PPK Kazinczy utca,1,0,0,3,7,4,0,10,0,3,8,peers_stairs,15,10
JN1b7KJqv,Egyéb:,0,0,8,10,9,0,8,2,2,0,0,no_peers,15,7
7VwYnDXDv,Lágymányos Déli Tömb,0,0,10,10,10,10,0,0,0,0,0,no_peers,15,0
7Vvnw5DP4,PPK Izabella utca,1,4,2,1,3,2,4,5,2,6,0,no_peers,15,6
RDjZdQ1Y3,PPK Kazinczy utca,1,1,5,2,4,0,5,5,0,0,0,no_peers,15,5
rYoZP6mQ5,BTK Rákóczi utca 5 (R5),0,5,6,6,6,5,5,4,5,5,5,peers_elevator,15,1
jbxEPAXZr,PPK Izabella utca,0,4,8,10,7,4,5,2,2,1,0,no_peers,15,2
WEDxJX7Mj,BGGYK C épület,1,10,10,0,10,10,0,0,10,10,0,no_peers,15,0
yexVJmDmm,BTK C épület,1,1,5,3,2,2,1,6,2,10,1,peers_stairs,15,3
Zww1KdGZ4,TÓK,1,1,0,1,1,0,0,6,5,7,0,no_peers,15,8
m5DaENa3l,TÓK,1,7,1,6,1,2,0,1,2,0,0,no_peers,15,2
w6AQ1b8W8,BTK Rákóczi utca 5 (R5),0,8,10,10,6,10,9,0,0,0,5,no_peers,15,0
nWLeXlyBy,BTK Rákóczi utca 5 (R5),0,10,10,10,10,0,10,0,0,0,0,no_peers,15,1
lKMdkJZEW,BTK D épület,1,2,3,8,4,3,5,8,1,3,2,no_peers,15,8
lKrl8llmY,Lágymányos Északi Tömb,1,3,2,2,2,2,2,3,3,2,1,NA,15,0
AnpBjMPQZ,TÓK,1,2,2,2,2,3,2,3,3,2,2,peers_stairs,15,2
AnpBjMPQZ,TÓK,1,2,3,3,3,2,2,3,3,2,2,peers_stairs,15,2
m5j7oGA1M,BTK D épület,1,0,7,9,0,0,5,7,3,10,0,peers_stairs,15,9
WE6LWvVAE,PPK Kazinczy utca,0,3,3,3,4,0,3,0,2,1,2,peers_elevator,15,1
pvBGWo8y8,Egyéb:,1,0,0,3,6,0,0,8,0,6,0,no_peers,15,8
1mRw2QGkY,Lágymányos Déli Tömb,1,4,2,3,2,3,6,5,2,2,2,no_peers,15,7
4NaWnNZa3,BTK Rákóczi utca 5 (R5),0,8,8,8,9,9,6,2,2,1,1,no_peers,15,4
WEEd17PWM,BTK 6-8 főépület,0,9,5,3,1,0,2,1,0,0,0,peers_elevator,15,0
aEkjKGE80,Lágymányos Déli Tömb,1,3,0,6,9,0,2,2,7,5,5,NA,15,2
5N404XZrR,PPK Kazinczy utca,0,7,8,9,2,1,5,1,0,0,3,no_peers,15,5
Q383LRBqn,PPK Kazinczy utca,0,5,5,4,4,4,4,6,3,3,2,no_peers,15,7
MBoAwjrrP,BTK Rákóczi utca 5 (R5),0,5,7,8,8,7,8,4,4,3,5,no_peers,15,2
xXYwL50k1,PPK Kazinczy utca,1,9,0,3,0,1,6,9,9,5,3,no_peers,15,10
rYJeYkDkW,BTK I épület,1,7,4,3,5,5,4,5,4,4,5,no_peers,15,5
pv0vKWrm1,PPK Kazinczy utca,1,0,1,3,0,0,3,0,5,9,4,peers_stairs,15,0
JNvwRG7QD,TÓK,1,6,0,0,4,3,6,10,3,10,5,peers_stairs,15,10
8xB2q6Mo8,PPK Kazinczy utca,1,1,2,5,9,1,0,10,4,7,10,no_peers,15,8
ZwRRkJ5xw,Egyéb:,0,0,0,10,0,0,0,0,0,0,0,no_peers,15,0
pvvWlbeL6,TÓK,1,10,6,3,6,3,4,5,6,5,9,no_peers,15,3
Bv8NRZkra,Lágymányos Déli Tömb,0,0,3,9,10,10,5,0,0,0,0,no_peers,15,0
lKK6bvYkB,Lágymányos Északi Tömb,1,10,0,0,0,0,10,0,0,10,0,peers_stairs,15,10
5NrjyvqWL,Lágymányos Déli Tömb,1,1,6,4,6,0,8,5,5,4,0,no_peers,15,3
JNe57ZbWG,Egyéb:,1,1,7,10,10,0,7,10,10,1,5,peers_stairs,15,10
1mpavwVbY,BGGYK C épület,1,2,0,0,1,0,0,0,0,0,0,no_peers,15,0
5Nmbv2LDl,PPK Kazinczy utca,0,1,0,5,8,5,5,4,5,1,0,peers_elevator,15,0
jbxdd36Jo,BTK D épület,1,2,2,10,5,1,5,0,0,0,0,peers_stairs,15,2
5NpmDLaBL,TÓK,1,10,0,5,2,10,0,2,10,0,5,peers_stairs,15,2
1mP6xRWQm,TÓK,1,4,10,8,2,0,8,5,5,5,0,no_peers,15,9
JNamvbDBo,PPK Kazinczy utca,1,3,1,5,1,5,1,7,2,6,2,no_peers,15,8
m5Q7EQZyQ,TÓK,1,8,7,5,9,6,6,6,4,4,7,peers_stairs,15,5
rYemV7qL5,Lágymányos Északi Tömb,1,10,1,3,2,6,5,5,7,4,6,no_peers,15,7
5NvLxDKyR,BTK Rákóczi utca 5 (R5),0,10,7,10,6,10,6,0,2,0,0,no_peers,15,0
E8nGxeWA8,BTK 6-8 főépület,1,0,0,4,1,0,0,5,3,5,0,no_peers,15,7
AnWnkPQw0,Egyéb:,0,6,4,7,1,2,2,0,6,0,1,peers_elevator,15,1
1mVyE2Z2Y,BTK F épület,1,10,2,6,9,10,7,10,10,1,0,no_peers,15,5
4NBJ8qn3D,BTK Rákóczi utca 5 (R5),1,2,2,8,6,3,8,8,3,8,9,no_peers,15,6
pvKVnxmJN,PPK Kazinczy utca,1,1,4,0,5,4,5,5,6,7,5,no_peers,15,7
7VG48dYjP,BTK Rákóczi utca 5 (R5),0,5,10,10,10,8,7,2,2,0,4,peers_elevator,15,0
jbJ58GADZ,PPK Izabella utca,1,7,10,10,10,4,5,7,4,2,3,no_peers,15,7
D2ERX43vj,TÓK,1,8,7,5,5,6,5,7,6,5,1,NA,15,6
lKMmZ300L,Lágymányos Északi Tömb,1,0,0,0,0,0,4,3,2,4,5,no_peers,15,3
LEpNRVNJK,PPK Kazinczy utca,1,5,0,5,4,3,7,8,0,7,0,no_peers,15,10
bER8nWXXN,Lágymányos Északi Tömb,1,0,0,0,0,0,10,0,0,0,0,no_peers,15,9
Gnv32DdPj,Egyéb:,0,10,9,7,10,4,3,0,5,0,0,no_peers,15,2
aEQ5BDJdB,"BGGYK A, B épület",1,5,0,0,0,0,10,0,0,0,0,no_peers,15,0
RDVd2AaVL,"BGGYK A, B épület",0,6,6,10,10,3,3,3,0,2,2,peers_elevator,15,2
GnxyDdJjN,Lágymányos Déli Tömb,1,0,2,2,6,3,7,0,0,3,0,peers_stairs,15,0
282Ld2GPr,BTK 6-8 főépület,1,10,0,0,5,1,5,10,3,0,0,no_peers,15,6
YwwNMjxdv,BTK D épület,1,4,7,0,8,6,5,7,6,3,6,peers_stairs,15,7
Zw7WLYKGZ,"BGGYK A, B épület",1,2,3,1,5,7,3,2,3,8,2,NA,15,3
YwPWjpv47,Lágymányos Déli Tömb,1,2,3,2,2,1,8,8,3,5,2,no_peers,15,8
ZwBr11v0e,PPK Izabella utca,1,0,0,2,1,3,3,8,3,10,0,no_peers,15,10
5NN6Vk3xL,Lágymányos Déli Tömb,1,7,6,4,4,8,2,3,4,5,5,no_peers,15,7
WErqpDkZJ,Lágymányos Déli Tömb,1,5,6,2,6,1,6,2,2,1,6,no_peers,15,3
Zwoa85nyG,PPK Kazinczy utca,1,2,1,3,6,4,5,6,7,6,3,peers_stairs,15,6
8x8RddbEG,Lágymányos Déli Tömb,0,5,4,6,3,4,6,3,3,4,5,peers_stairs,15,3
P0ea4y8VE,Lágymányos Északi Tömb,1,1,8,0,0,0,7,2,0,0,0,no_peers,15,1
ZwkNE46ZB,Lágymányos Déli Tömb,1,4,2,6,7,6,4,4,4,8,2,peers_stairs,15,5
YwN8Le27d,BTK 6-8 főépület,1,8,3,9,8,6,2,7,7,10,5,no_peers,15,5
An7MxoPq0,BTK 6-8 főépület,1,7,3,7,6,6,6,10,7,0,4,no_peers,15,5
8xjAjvXNn,PPK Kazinczy utca,0,5,7,4,7,9,5,0,7,1,3,peers_elevator,15,2
Yw2X2GoKo,BTK Rákóczi utca 5 (R5),1,10,8,0,6,0,0,1,5,6,4,no_peers,15,3
nWbNVR837,PPK Kazinczy utca,1,0,0,2,4,0,3,1,0,2,8,peers_elevator,15,2
1mbRb515k,Lágymányos Déli Tömb,1,2,0,2,5,6,3,3,2,10,2,no_peers,15,10
8xYl6epX5,PPK Kazinczy utca,0,10,3,3,6,2,10,4,1,0,0,no_peers,15,0
Gn5GQBxv7,Lágymányos Északi Tömb,0,6,3,1,6,4,1,1,4,6,3,NA,15,0
4NNrPkM43,Lágymányos Északi Tömb,1,5,3,7,4,0,6,10,4,7,0,no_peers,15,8
An40DkxjZ,PPK Izabella utca,1,5,3,2,3,2,4,4,6,3,7,no_peers,15,6
7VeE0Ppea,Egyéb:,1,10,0,4,5,0,0,10,5,5,5,no_peers,15,10
5Nm1NPqmJ,Lágymányos Északi Tömb,0,1,3,8,2,3,5,6,2,3,3,peers_elevator,15,5
bE1ED3n2K,PPK Izabella utca,1,0,0,0,0,0,3,9,3,5,8,no_peers,16,8
jbEqaNnER,BTK 6-8 főépület,1,5,4,8,4,3,2,3,2,5,1,no_peers,16,4
RDmRXd2ZG,Lágymányos Déli Tömb,0,3,3,10,5,0,3,3,3,3,3,no_peers,16,3
Gnv0B32mq,Lágymányos Északi Tömb,1,0,2,0,2,1,0,2,2,1,1,peers_stairs,16,2
Bv414Jovw,Lágymányos Északi Tömb,1,8,0,2,5,0,5,5,5,2,8,NA,16,5
P0PRd5jd8,Lágymányos Déli Tömb,1,0,3,0,4,0,5,9,3,0,6,no_peers,16,8
28r57BmMo,PPK Izabella utca,0,10,8,4,7,5,7,3,6,7,2,no_peers,16,4
RDBAQ7NQG,PPK Izabella utca,1,0,0,3,3,0,8,7,3,0,0,no_peers,16,5
7VeErK3Ga,PPK Kazinczy utca,1,0,1,6,2,2,1,2,1,0,1,peers_stairs,16,3
5NRPENeyJ,TÓK,0,3,8,2,9,6,5,2,4,3,2,peers_elevator,16,5
jbVbNon1Z,"BGGYK A, B épület",1,5,0,10,4,0,0,0,5,0,0,NA,16,7
E8B1Ye7kd,PPK Izabella utca,1,4,7,1,5,0,3,4,3,4,0,no_peers,16,4
orw41QoRW,BTK Rákóczi utca 5 (R5),0,10,0,10,10,0,6,0,0,0,10,no_peers,16,0
MB5MqaA2k,Lágymányos Északi Tömb,1,0,6,1,8,2,8,8,0,0,0,peers_stairs,16,10
LEbP3GVkb,Lágymányos Északi Tömb,1,7,1,2,3,6,9,10,5,2,7,no_peers,16,8
rYVMmPkB5,Lágymányos Északi Tömb,1,3,4,0,6,1,2,1,6,1,1,peers_stairs,16,2
orrPKaZbr,PPK Izabella utca,1,3,4,8,6,1,10,10,1,4,0,no_peers,16,10
P0ZqMN23E,Lágymányos Északi Tömb,0,0,2,7,3,0,2,2,3,2,3,no_peers,16,2
D2aop6KMr,"BGGYK A, B épület",0,3,2,10,4,0,2,2,3,0,1,NA,16,0
MBoAwjrrP,PPK Izabella utca,1,3,3,1,4,2,1,6,3,8,3,no_peers,16,5
GnN2GYnkP,Lágymányos Északi Tömb,0,10,0,10,4,0,6,0,0,0,0,no_peers,16,0
7VDQYm3Qa,PPK Izabella utca,1,0,1,10,2,1,7,6,1,6,3,no_peers,16,6
lKMmZ300L,Lágymányos Északi Tömb,1,0,0,0,2,2,4,4,1,4,5,peers_stairs,16,3
yelJjBDG8,BTK Rákóczi utca 5 (R5),1,0,0,8,0,0,5,10,0,5,0,peers_elevator,16,10
5NeDPYZql,BTK Rákóczi utca 5 (R5),1,7,6,2,10,0,5,10,4,5,7,no_peers,16,5
BvbAy3aj0,Lágymányos Déli Tömb,0,7,0,10,4,0,3,0,0,0,7,no_peers,16,0
1mn5DdBYQ,Lágymányos Déli Tömb,1,10,0,0,0,0,8,10,0,5,0,peers_stairs,16,10
E81lQnPVA,TÓK,1,1,2,2,4,3,4,10,10,10,3,no_peers,16,10
yexVJmDmm,BTK Rákóczi utca 5 (R5),0,9,8,6,9,5,6,2,8,2,3,peers_elevator,16,3
WE6rreKJJ,Lágymányos Északi Tömb,0,0,3,10,4,0,8,10,0,6,0,no_peers,16,3
rYBw7xP1e,"BGGYK A, B épület",1,7,2,5,6,3,5,10,6,1,1,peers_stairs,16,8
D2qj5mMdq,Lágymányos Déli Tömb,0,8,4,4,5,7,2,0,0,3,0,no_peers,16,0
m526yXraM,Lágymányos Déli Tömb,1,5,1,1,2,0,0,2,0,2,0,no_peers,16,1
281npYAej,Lágymányos Északi Tömb,0,4,5,4,5,4,3,2,0,0,2,no_peers,16,2
Bv8NRZkra,Lágymányos Déli Tömb,1,0,0,1,0,0,2,0,0,0,1,NA,16,0
8xmovNvYm,Lágymányos Északi Tömb,1,3,1,0,3,2,7,4,2,8,2,NA,16,6
288Dq02ko,TÓK,1,8,9,8,9,9,6,8,9,5,5,no_peers,16,8
e4rRxYm16,Egyéb:,1,8,6,8,8,0,5,1,0,3,0,no_peers,16,10
YwPMxE0eJ,BTK 6-8 főépület,1,0,0,8,4,5,4,10,5,10,6,no_peers,16,10
LEeNjQ012,PPK Izabella utca,1,6,0,9,3,1,7,8,0,5,3,no_peers,16,10
rY3834V85,Lágymányos Déli Tömb,0,6,5,10,6,0,8,0,6,5,3,no_peers,16,0
xXAoALMN8,Lágymányos Északi Tömb,0,5,5,6,5,6,5,5,5,3,3,no_peers,16,5
yeK863Lw3,BTK I épület,1,7,6,2,3,2,6,6,5,7,3,no_peers,16,7
e4v0BjPqR,PPK Kazinczy utca,1,5,0,5,0,0,0,0,0,0,0,no_peers,16,0
JN86P5PdD,Lágymányos Déli Tömb,1,8,0,0,10,0,5,0,0,5,0,NA,16,0
rYLL1YWq7,BGGYK C épület,1,8,1,0,3,4,6,9,2,1,0,no_peers,16,8
5NWdqeKJJ,Egyéb:,1,0,0,0,0,0,4,0,0,5,0,peers_stairs,16,0
5NvLxDKyR,BTK Rákóczi utca 5 (R5),0,8,6,10,10,8,5,0,4,0,0,no_peers,16,0
RD4e7kL7r,BTK Rákóczi utca 5 (R5),0,9,10,10,6,2,4,6,0,0,0,no_peers,16,6
VkwNNXLXv,BTK Rákóczi utca 5 (R5),0,3,4,6,5,4,8,1,0,1,2,peers_elevator,16,1
w66EQJRyW,BTK 6-8 főépület,1,3,6,8,6,3,3,10,7,7,2,no_peers,16,10
bEN5jGLNM,Egyéb:,1,0,0,10,7,5,0,10,8,10,0,peers_stairs,16,10
bEZKAedDK,TÓK,1,0,0,0,3,2,0,6,5,10,4,no_peers,16,6
e4D1xRy4R,Lágymányos Északi Tömb,1,0,4,0,6,0,7,0,0,3,5,peers_stairs,16,7
YwPWjpv47,Lágymányos Déli Tömb,1,4,3,1,4,1,8,8,2,5,2,no_peers,16,8
xX7r8YWYq,PPK Izabella utca,0,7,4,9,4,3,9,0,7,6,0,NA,16,0
RDLnmk00K,BTK Rákóczi utca 5 (R5),0,9,3,10,5,1,7,3,4,2,0,no_peers,16,3
or7VGVJaM,BTK Rákóczi utca 5 (R5),0,8,7,10,9,6,4,1,6,0,7,peers_elevator,16,1
5Nm1NPqmJ,Lágymányos Északi Tömb,1,1,2,3,0,0,5,3,2,5,2,peers_stairs,16,7
jbVvE7j64,BTK D épület,0,10,6,1,7,1,10,1,1,1,1,no_peers,16,2
1mRw2QGkY,Lágymányos Déli Tömb,1,2,2,2,0,2,6,7,4,2,2,no_peers,16,6
RDDA6xVaK,Lágymányos Déli Tömb,1,5,6,5,1,0,6,2,1,0,6,no_peers,16,1
Zw6Pxn5EZ,Lágymányos Déli Tömb,1,2,7,3,2,2,2,4,3,3,2,NA,16,1
RD02PnRda,Lágymányos Északi Tömb,0,10,7,7,8,0,0,6,0,0,10,peers_elevator,16,5
nWlXbWDG2,PPK Izabella utca,0,5,4,4,3,5,6,8,7,5,4,no_peers,16,10
8xVB1nDZa,PPK Izabella utca,0,10,10,10,8,0,6,0,2,0,4,no_peers,16,1
qNe10ko4r,PPK Kazinczy utca,1,8,5,7,7,2,7,4,0,5,10,peers_stairs,16,4
P0ABwBmjX,TÓK,1,10,0,8,3,4,5,8,5,3,3,peers_stairs,16,10
lK3G6RWJY,BTK F épület,1,7,3,2,4,3,5,0,0,6,0,no_peers,16,2
lKoy5DvDX,PPK Izabella utca,0,0,0,7,5,0,8,7,5,4,0,NA,16,6
Vk6DR86Ao,BTK Rákóczi utca 5 (R5),0,0,8,4,10,0,3,0,0,3,0,peers_elevator,16,0
VkQ260p0v,PPK Izabella utca,1,10,6,7,7,4,0,4,7,6,0,peers_stairs,16,5
7VY13Kkp4,BTK 6-8 főépület,1,3,2,3,5,3,6,8,2,7,9,no_peers,16,8
ZwK52xmYq,BTK Rákóczi utca 5 (R5),1,2,8,2,4,1,3,6,5,9,3,no_peers,16,5
WEo0YXMb1,Lágymányos Déli Tömb,1,9,1,6,2,2,1,0,1,3,9,no_peers,16,2
VkVmr1ZZb,BTK Rákóczi utca 5 (R5),0,6,3,7,4,1,6,3,1,4,3,no_peers,16,3
BvXR1GVya,PPK Izabella utca,1,4,8,3,9,1,6,0,5,3,3,no_peers,16,4
lKB1Pjlj7,PPK Izabella utca,1,0,0,0,0,0,10,5,3,10,0,no_peers,16,10
VkakDXx72,PPK Izabella utca,1,3,2,3,2,3,7,8,2,7,2,NA,16,9
w6kjMDq1Z,PPK Izabella utca,1,6,4,2,4,2,7,7,3,5,8,no_peers,16,6
nWwX355wM,Lágymányos Déli Tömb,0,10,5,10,6,3,0,1,0,2,7,peers_elevator,16,2
8xVK1apdZ,BTK Rákóczi utca 5 (R5),1,4,0,0,2,0,5,6,1,4,5,NA,16,5
YwKWb7yj2,BTK Rákóczi utca 5 (R5),0,9,8,10,8,1,9,3,5,2,1,peers_elevator,16,2
E88D0ZvRQ,PPK Kazinczy utca,1,7,0,4,2,2,6,1,2,2,0,no_peers,16,1
P003QV7lp,BTK 6-8 főépület,1,3,7,1,8,5,5,5,6,7,4,peers_stairs,16,6
5NN6Vk3xL,Lágymányos Déli Tömb,1,7,6,5,4,6,3,6,5,5,4,no_peers,16,7
E8B73NbxJ,TÓK,1,8,3,9,2,1,1,3,1,5,1,no_peers,16,4
YwN8Le27d,BTK 6-8 főépület,1,7,7,7,7,5,5,8,7,8,4,no_peers,16,9
yeYPYDK6p,Lágymányos Déli Tömb,1,3,1,2,2,5,5,3,3,1,4,no_peers,16,2
xXkbA2wx2,PPK Izabella utca,1,0,0,0,6,5,7,9,4,8,0,NA,16,7
bEK3Dab7k,Lágymányos Déli Tömb,1,0,0,0,0,0,10,10,0,4,0,peers_stairs,16,8
w6kBay4G8,Lágymányos Északi Tömb,1,0,5,0,5,4,6,5,7,7,5,no_peers,16,4
lKML1lM2x,Lágymányos Déli Tömb,1,7,1,2,4,0,0,3,1,0,2,no_peers,16,1
yeQqnbexL,PPK Izabella utca,1,0,4,1,6,5,6,5,7,4,0,no_peers,16,5
w6yn3qMv8,TÓK,1,0,7,2,10,9,0,10,0,9,0,no_peers,16,10
8xPwKkaBm,BTK Rákóczi utca 5 (R5),1,5,4,2,10,7,6,8,6,7,4,no_peers,16,7
RDBnlWv4L,Egyéb:,1,6,6,7,8,2,7,6,8,8,2,no_peers,16,5
qN7RljGrr,Lágymányos Déli Tömb,1,10,3,5,7,1,5,8,3,8,7,peers_stairs,16,8
1mP6xRWQm,TÓK,1,0,3,10,10,0,7,5,5,5,6,peers_elevator,16,5
1mNQynKVM,PPK Izabella utca,0,10,5,8,8,5,7,3,5,3,0,NA,16,2
JNPj0ZEKQ,BTK F épület,1,0,5,2,4,5,2,6,3,5,1,peers_stairs,16,3
8xPD2xGKE,Lágymányos Déli Tömb,0,9,9,10,8,1,4,6,4,4,7,peers_elevator,16,6
RDrQGMvwa,PPK Kazinczy utca,1,0,0,10,5,0,5,10,0,10,0,peers_stairs,16,10
w60AvJ1YZ,BTK Rákóczi utca 5 (R5),0,5,6,3,4,1,5,1,6,7,5,peers_stairs,16,5
1mZkvd6Xq,Lágymányos Déli Tömb,1,7,8,2,10,2,2,4,4,3,3,no_peers,16,6
lKK6bvYkB,Lágymányos Északi Tömb,0,10,0,10,1,1,10,0,0,0,1,peers_elevator,16,1
e4p24KAK7,PPK Izabella utca,1,10,3,10,2,0,3,6,1,9,1,peers_stairs,16,4
w6ooN1yQp,BTK 6-8 főépület,1,6,0,5,7,0,7,10,5,4,0,NA,16,10
28V7PMo7x,Lágymányos Északi Tömb,1,2,2,4,0,0,7,8,0,7,0,peers_stairs,16,9
ZwGdvB3m8,Lágymányos Déli Tömb,0,6,3,10,4,2,6,4,2,4,4,peers_elevator,16,3
4NZ77lqXy,BTK Rákóczi utca 5 (R5),0,8,6,10,7,3,7,0,5,2,2,no_peers,16,0
E80yJk3Bk,BTK Rákóczi utca 5 (R5),1,0,0,0,2,2,3,0,0,0,0,no_peers,16,2
m5P6RM18W,PPK Izabella utca,0,10,8,10,10,3,3,1,1,4,0,no_peers,16,2
MBeQR8xno,Lágymányos Déli Tömb,0,7,1,5,4,2,5,5,4,2,7,no_peers,16,4
YwVQrpWxd,TÓK,1,0,5,2,6,2,3,5,3,6,0,no_peers,16,6
5N404XZrR,PPK Kazinczy utca,1,2,3,0,0,3,5,10,0,8,8,no_peers,16,9
Q3E4jPBMZ,"BGGYK A, B épület",1,8,0,0,1,0,0,0,0,9,0,no_peers,16,0
